"Date de création","Date de modification","concept","specificity","context","grammar, syntax, context","frequency","keyword","Pronunciation","Listen to the example","entry letter","French","An example of how this word is used:","French translation/meaning of the English example","plural and/or 3rd person form","antonyms","synonyms","homonyms","comparative","superlative","infinitive","simple past","past participle","present participle","frequent uses","For more","Id","image","video","CL syntax pdf","Look it up in Wordnik!"
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"quantity","noun, quantity","L","heap","MF24138.mp3","EX24138.mp3",,"tas, amas","I can't go out tonight: I've got a whole heap of things to do.","Je ne peux pas sortir ce soir, j'ai un tas de choses à faire.","heaps",,"pile",,,,,,,,,,4592,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,"irregular verb","irregular verb","verb","VH","hear","MF18022.mp3","MS0626.mp3","a","entendre","I heard James call my name.","J'ai entendu James m'appeler.",,,"listen",,,,"to hear","heard","heard","hearing","To hear from sb: avoir des nouvelles de qqn","For more, see: ""hearing""",4593,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hear","MF18022.mp3","EX18022e.mp3",,,"""Have you heard...?""","Vous êtes au courant...?",,,,,,,,,,,,,4594,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hear","MF58160.mp3","EX18022c.mp3",,,"""I've heard so much about you.""","On m'a tellement parlé de vous ! J'ai tellement entendu parler de vous !",,,,,,,,,,,,,4595,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hear","MF18022.mp3","EX18022a.mp3",,,"""I didn't hear you.""","Je ne t'ai pas entendu.",,,,,,,,,,,,,4596,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hear","MF18022.mp3","EX18022b.mp3",,,"""I hear what you're saying.""","Je vous comprends.",,,,,,,,,,,,,4597,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hear","MF18022.mp3","EX18022d.mp3",,,"""Did you hear...?""","Vous avez su... ?  Vous êtes au courant... ?",,,,,,,,,,,,,4598,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,"irregular verb","irregular verb","verb, phrasal verb","VH","hear about","MF20077.mp3","EX20077.mp3",,"entendre parler de","Have you heard about what's going on at Buckingham Palace?","Es-tu au courant de ce qui se passe à Buckingham Palace ?",,,"know about, have an idea about",,,,"to hear about","heard about","heard about","hearing about",,"For more, see: ""learn"" ""about"" ""know about"" ""inform""",4599,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,"irregular verb","irregular verb","verb, past tense",,"heard","MF63719.mp3","MS0627.mp3",,,"""heard"" is the past tense of:  hear",,,,,,,,,,,,,,4600,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,"irregular verb","irregular verb","verb, past tense",,"heard about","MF63720.mp3","MS0628.mp3",,,"""heard about"" is the past tense of:  hear about",,,,,,,,,,,,,,4601,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"health","noun, health","H","hearing","MF52049.mp3","MS0629.mp3","a","ouïe / audition","Don't speak so loud, my hearing is fine!","Ne parle pas si fort, j'ai une bonne ouïe !",,,,,,,,,,,,"For more, see: ""hear"" ""audition""",4602,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"law","noun, law","H","hearing","MF52049.mp3","EX52049.mp3","b","audience, séance","We'll make a decision on your case after the next hearing.","Nous prendrons une décision à votre sujet à l'issue de la prochaine audience.",,,,,,,,,,,,"For more, see: ""hear"" ""audition""",4603,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"anatomy","noun, anatomy","H","heart","MF25099.mp3","EX25099.mp3","a","coeur","""You'd better take good care of your heart if you want your heart to take good care of you,"" his cardiologist said.","Le cardiologue lui dit : ""si tu veux que ton coeur prenne bien soin de toi il faudra que tu prennes bien soin de lui"".","hearts",,,,,,,,,,,"For more, see: "" hearty""",4604,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"anatomy","noun, anatomy","H","heartbeat","MF25100.mp3","EX25100.mp3",,"battement, pulsation du coeur","The doctor said he needed medication for his irregular heartbeat.","Le médecin a dit qu'il avait besoin de médicaments pour réguler son rythme cardiaque.","heartbeats",,,,,,,,,,,"For more, see: ""pulse"" ""heart""",4605,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","L","hearty","MF37062.mp3","EX37062.mp3",,"chaleureux, cordial, amical / copieux","I went home to a very a hearty welcome. Afterwards, we had a big hearty meal together.","On m'a fait un accueil très chaleureux quand je suis rentré. Nous avons ensuite copieusement dîné tous ensemble.",,"light, insubstantial","cordial, warm, welcoming, filling, sound",,,,,,,,,"For more, see: ""robust"" ""substantial""",4606,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"temperature","noun, temperature","H","heat","MF27227.mp3","MS0630.mp3",,"chaleur","The heat is unbearable.","La chaleur est insupportable.",,,,,,,,,,,,"For more, see: ""heat up"" ""overheat"" ""hot""",4607,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","heat","MF27227.mp3","EX27227.mp3","a","réchauffer, chauffer","If we start a fire in the fireplace, that'll heat the room up!","Si nous faisons du feu dans la cheminée, cela réchauffera cette pièce !",,"cool, chill","warm",,,,"to heat","heated","heated","heating",,"For more, see: ""heat up"" ""overheat"" ""hot""",4608,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb, phrasal verb","VH","heat up","MF20169.mp3","EX20169.mp3",,"réchauffer (un plat)","Waiter, would you please heat up these potatoes?","Garçon, pourriez-vous faire réchauffer ces pommes de terre ?",,"cool down, chill","warm, heat",,,,"to heat up","heated up","heated up","heating up",,"For more, see: ""heat""",4609,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"verb, past tense",,"heated","MF63721.mp3","MS0631.mp3",,,"""heated"" is the past tense of:  heat",,,,,,,,,,,,,,4610,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"verb, past tense",,"heated up","MF63722.mp3","MS0632.mp3",,,"""heated up"" is the past tense of:  heat up",,,,,,,,,,,,,,4611,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"names of people, places and things: airport London","noun, proper noun noun: airport London","VH","Heathrow","MF23545.mp3","EX23545.mp3",,"Heathrow","There are three main airports serving the London area: Heathrow, Gatwick and Stanstead.","Il y a trois aéroports principaux desservant la région de Londres : Heathrow, Gatwick et Stanstead.",,,,,,,,,,,,"For more, see: ""airport""",4612,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"religion","noun, religion","H","heaven","MF52050.mp3","EX52050.mp3","a","ciel, paradis","Angels live in heaven.","Le paradis est peuplé d'anges.",,"hell",,,,,,,,,,"For more, see: ""sky"" ""hell""",4613,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"comparative",,"heavier","MF80152.mp3","MS0633.mp3",,,"""heavier"" is the comparative of :  heavy",,,,,,,,,,,,,,4614,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"superlative",,"heaviest","MF80153.mp3","MS0634.mp3",,,"""heaviest"" is the superlative of:  heavy",,,,,,,,,,,,,,4615,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"weight","adjective, weight","H","heavy","MF37063.mp3","EX37063.mp3",,"lourd","Elephants are very heavy animals.","Les éléphants sont des animaux très lourds.",,"light","hefty, massive, weighty",,"heavier","heaviest",,,,,,"For more, see: ""weigh"" ""overweight"" ""weight"" ""light"" ""pound"" ""scale""",4616,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","L","hectic","MF37064.mp3","EX37064.mp3",,"trépidant, intense, bousculé","The traffic is always very hectic downtown at the end of the day.","La circulation est toujours très intense en centre-ville à la fin de la journée.",,"calm, mellow, relaxed, quiet","heated, feverish,",,,,,,,,,"For more, see: ""busy"" ""rushed""",4617,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"anatomy","noun, anatomy","H","heel","MF58154.mp3","MS0635.mp3",,"talon","""High heels or low heels, I'm still taller than you!"", she said to him.","""Avec ou sans talons, je serai toujours plus grande que vous !"", lui dit-elle.","heels",,,,,,,,,,"Running at her heels: être dans les jambes de qqn",,4618,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","L","hefty","MF37065.mp3","EX37065.mp3",,"gros, lourd, fort","Who is this hefty portion of cake for?","Pour qui est cette grosse part de gâteau ?",,"slight","heavy, massive, weighty, awkward",,,,,,,,,"For more, see: ""big"" ""bulky""",4619,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"dimension","noun, dimension","H","height","MF25592.mp3","MS0636.mp3","b","apogée, point culminant","Don't travel at the height of the holiday season if you can avoid it.","Evitez de voyager en haute saison.","heights",,,,,,,,,,,"For more, see: ""high"" ""highly"" ""climax"" ""prime""",4620,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"dimension","noun, dimension","H","height","MF25591.mp3","MS0637.mp3","a","hauteur, altitude, taille","The exact height of Mont. Blanc is 4807 meters high.","Le Mont Blanc se situe exactement à 4807 m d'altitude.","heights",,,,,,,,,,,"For more, see: ""high"" ""highly"" ""climax"" ""prime""",4621,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"people and their roles","noun, people","M","heir","MF58161.mp3","MS0638.mp3",,"héritier","Who is the heir to the throne of England?","Qui est l'héritier du trône d'Angleterre ?","heirs",,,,,,,,,,,"For more, see: ""inherit"" ""inheritance""",4622,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","L","heirloom","MF52051.mp3","EX52051.mp3","a","héritage","The only heirloom left to him by his family was a silver spoon.","Une cuillère en argent, c'est tout ce qu'il a reçu en héritage de sa famille.","heirlooms",,,,,,,,,,,,4623,,,,
"2011-06-28T18:39:34","2011-09-11T13:43:20",,,,"plural",,"heirlooms","MF81431.mp3","MS0639.mp3",,,"""heirlooms"" is the plural of:  heirloom",,,,,,,,,,,,,,4624,,,,
"2011-06-28T18:39:34","2011-09-11T13:43:20",,,,"verb, past tense",,"held","ML00048.mp3","MS0640.mp3",,,"""held"" is the past tense of:  hold",,,,,,,,,,,,,,4625,,,,
"2011-06-28T18:39:34","2011-09-11T13:43:20",,"irregular verb","irregular verb","verb","VH","held","ML00048.mp3","EX27239.mp3","b","se tenir","The meeting was held in the conference room.","L'assemblée s'est tenue dans la salle de réunion.",,"let go, relinquish","keep, hold back, detain, retain / consider, feel, believe, think",,,,"to hold","held","held","holding",,"For more, see: ""hold on"" ""hold up"" ""holdup"" ""uphold""",4626,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,"irregular verb","irregular verb","verb, past tense",,"held on","MF63724.mp3","MS0641.mp3",,,"""held on"" is the past tense of:  hold on",,,,,,,,,,,,,,4627,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,"irregular verb","irregular verb","verb, past tense",,"held out","MF63725.mp3","MS0642.mp3",,,"""held out"" is the past tense of:  hold out",,,,,,,,,,,,,,4628,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,"irregular verb","irregular verb","verb, past tense",,"held up","MF63726.mp3","MS0643.mp3",,,"""held up"" is the past tense of:  hold up",,,,,,,,,,,,,,4629,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"aviation","noun, aviation","H","helicopter","MF25350.mp3","EX25350.mp3",,"hélicoptère","The helicopter landed on top of the building.","L'hélicoptère s'est posé sur le sommet de l'immeuble.","helicopters",,,,,,,,,,,,4630,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,"common nouns","noun, common","H","hell","MF52052.mp3","MS0644.mp3",,"enfer","My neighbors are making my life hell.","Mes voisins me rendent la vie impossible.",,"heaven",,,,,,,,,,,4631,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"religion","noun, religion","VH","hell","MF52052.mp3","EX52052.mp3","a","enfer","Do you believe in heaven and hell?","Crois-tu au ciel et à l'enfer ?",,,,,,,,,,,,"For more, see: ""heaven""",4632,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hello","MF18023.mp3","EX18023.mp3",,,"""Say hello to Alice for me.""","Dis bonjour à Alice de ma part.",,,,,,,,,,,,,4633,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"interjection","interjection","VH","hello","MF48113.mp3","EX48113.mp3",,"bonjour, salut","Hello! I love you. Won't you tell me your name?","Salut ! Comment ça va ? Je suis heureuse de te voir !",,"goodbye",,,,,,,,,,"For more, see: ""hi""",4634,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","VH","help","MF27228.mp3","EX27228.mp3","a","aider","Western countries should do more to help underdeveloped countries.","Les pays occidentaux devraient aider davantage les pays sous-développés.",,"hinder","aid, assist, help out, benefit",,,,"to help","helped","helped","helping","Help!: au secours ! A l'aide !  //  Help yourself: servez-vous  //  Can't help him/herself: ne pas pouvoir s'empêcher de","For more, see: ""help out"" ""helper"" ""helping"" ""aid"" ""relief""",4635,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"noun / exp.","VH","help","MF18024.mp3","MS0645.mp3","b","aide /","Thank you for your help. I know I eat too much, but I can't help it...","Merci de ton aide. Je sais que je mange trop, mais je ne peux rien y faire...",,,,,,,,,,,"Help!: au secours ! A l'aide !  //  Help yourself: servez-vous  //  Can't help him/herself: ne pas pouvoir s'empêcher de","For more, see: ""help out"" ""helper"" ""helping"" ""aid"" ""relief""",4636,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"uncountable nouns","noun, uncountable","VH","help","MF52053.mp3","EX52053.mp3","a","aide, secours","""I need some help! Now! Please!""","""A l'aide ! S'il vous plaît ! Faites vite ! Au secours !""",,,,,,,,,,,"Help!: au secours ! A l'aide !  //  Help yourself: servez-vous  //  Can't help him/herself: ne pas pouvoir s'empêcher de","For more, see: ""help out"" ""helper"" ""helping"" ""aid"" ""relief""",4637,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","help","MF27228.mp3","EX18024d.mp3",,,"""Heaven helps those who help themselves.""","Aide-toi, le Ciel t'aidera.",,,,,,,,,,,,,4638,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","help","MF58163.mp3","EX18024b.mp3",,,"""May I help you?""","Puis-je vous aider ?",,,,,,,,,,,,,4639,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","help","MF27228.mp3","EX18024a.mp3",,,"""Help yourself.""","Servez-vous.",,,,,,,,,,,,,4640,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb, phrasal verb","VH","help out","MF20064.mp3","EX20064.mp3",,"donner un coup de main","Can you help me out with my homework?","Peux-tu me donner un coup de main pour mes devoirs ?",,"hinder","give a hand to, lend a hand to, assist, do for",,,,"to help out","helped out","helped out","helping out",,"For more, see: ""help""",4641,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"verb, past tense",,"helped","MF63727.mp3","MS0646.mp3",,,"""helped"" is the past tense of:  help",,,,,,,,,,,,,,4642,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"verb, past tense",,"helped out","MF63728.mp3","MS0647.mp3",,,"""helped out"" is the past tense of:  help out",,,,,,,,,,,,,,4643,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"people and their roles","noun, people","M","helper","MF58165.mp3","EX58165.mp3",,"aide, assistant","He had so much work that he had to hire a helper.","Il avait tant de travail qu'il a dû embaucher un assistant.","helpers",,,,,,,,,,,"For more, see: ""help"" ""aide""",4644,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"plural",,"helpers","MF81432.mp3","MS0648.mp3",,"aspast tensestants, aspast tensestantes","""helpers"" is the plural of:  helper",,,,,,,,,,,,,,4645,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","H","helpful","MF37066.mp3","EX37066.mp3",,"utile, salutaire, efficace / secourable, serviable","If you're wondering what to do with your life, career counselors can be a helpful source of advice.","Si tu te demandes ce que tu vas faire de ta vie, tu peux t'adresser aux  conseillers d'orientation, ils te seront d'une aide précieuse.",,"unhelpful","useful, beneficial",,,,,,,,,"For more, see: ""help"" ""aid""",4646,,,,
"2011-06-28T18:39:34","2011-09-06T18:53:58",,,,"noun / verb, present participle","M","helping","MF58166.mp3","MS0649.mp3","a","part, portion","That meal was so good that I'd like a second helping of everything.","Ce repas était tellement bon que j'aimerais reprendre une part de tous les plats.","helpings",,,,,,,,,,,"For more, see: ""portion"" ""piece""",4647,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"clothing","noun, clothing","VH","hem","MF25351.mp3","EX25351.mp3",,"ourlet","Our daughter can't even sew a hem. What are we going to do with her?","Notre pauvre fille ne sait même pas coudre un ourlet, qu'est-ce qu'on va bien pouvoir faire d'elle ?","hems",,,,,,,,,,,,4648,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"geography","noun, geography","H","hemisphere","MF23252.mp3","EX23252.mp3",,"hémisphère","Death Valley in California is the lowest point in the western hemisphere.","La Vallée de la Mort en Californie est le point le plus bas de l'hémisphère ouest.","hemispheres",,,,,,,,,,,,4649,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adverb","M","hence","MF46059.mp3","EX46059.mp3",,"d'ici, dans / d'où, de là","A few years hence, we'll all be gone.","D'ici quelques années, nous serons tous partis.",,,"therefore, consequently, so, then, thus",,,,,,,,,"For more, see: ""henceforth""",4650,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adverb","M","henceforth","MF46060.mp3","EX46060.mp3",,"dorénavant, désormais, à l'avenir","Henceforth we'll meet once a week.","Dorénavant, nous nous rencontrerons une fois par semaine.",,,"henceforward, hereafter",,,,,,,,,"For more, see: ""hence"" ""forth""",4651,,,,
"2011-06-28T18:39:34","2011-09-11T13:43:20",,,"names of people, places and things: arts","noun, proper noun noun: arts","VH","Henry James","ML00049.mp3","MS0650.mp3",,"Henry James","Henry James was a 19th century American writer whose most famous work is probably ""The Turn of The Screw"".","Henry James est un écrivain américain du XIXe siècle, dont l'ouvrage le plus célèbre est probablement ""Le Tour d'écrou"".",,,,,,,,,,,,,4652,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,"adjective poss.","adjective poss.","VH","her","MF24489.mp3","AR0630.mp3",,"son, sa, ses","I'm going to call her to ask her if she'll lend me her car.","Je vais l'appeler pour lui demander si elle accepte de me prêter sa voiture.",,"his",,,,,,,,,,"For more, see: ""she"" ""hers"" ""herself""",4653,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,"pronoun pers.. fem","pronoun pers.. fem","VH","her","MF24489.mp3","AR0630.mp3",,"la, lui, l'","I'm going to call her to ask her if she'll lend me her car.","Je vais l'appeler pour lui demander si elle accepte de me prêter sa voiture.",,,,,,,,,,,,"For more, see: ""she"" ""hers"" ""herself""",4654,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","here","MF47117.mp3","EX17111b.mp3",,,"""Good to be here.""","Je suis content d'être ici.",,,,,,,,,,,,,4655,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","here","MF47117.mp3","EX17111a.mp3",,,"""Look who's here!""","Regarde qui est là !",,,,,,,,,,,,,4656,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","here","MF47117.mp3","EX17111c.mp3",,,"""I've had it up to here!""","J'en ai ras le bol !",,,,,,,,,,,,,4657,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","here","MF47117.mp3","EX17111e.mp3",,,"""Let's get out of here.""","Allons-nous-en !",,,,,,,,,,,,,4658,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"names of people, places and things: arts","adverb place","VH","here","MF47116.mp3","EX47116.mp3","a","ici","Here you are! Let's go to Peter's place now.","Vous voilà enfin ! Il faut aller chez Peter tout de suite.",,"there",,,,,,,,,"here is/are...: voici...  //  right here: ici","For more, see: ""there""",4659,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"names of people, places and things: arts","adverb place","VH","here","MF47117.mp3","EX47117.mp3","b","ici","""The accelerator is here, the brake is there"",  the driving instructor explained.","""L'accélérateur est ici, le frein est là"", a expliqué le moniteur auto-école.",,"there",,,,,,,,,"here is/are...: voici...  //  right here: ici","For more, see: ""there""",4660,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","here","MF47117.mp3","EX17111d.mp3",,,"""Having a great time.  Wish you were here.""","Je m'amuse beaucoup. Tu me manques.",,,,,,,,,,,,,4661,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"people and their roles","noun, people","H","hero","MF58169.mp3","EX58169.mp3",,"héros","He saved the little girl. He's a hero!","Il a sauvé la petite fille. C'est un héros !","heroes","anti-hero",,,,,,,,,,"For more, see: ""heroine""",4662,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"people and their roles","noun, people","H","heroine","MF58170.mp3","EX58170.mp3",,"héroïne (femme)","Jeanne of Arc is the greatest French heroine.","Jeanne d'Arc est la plus grande héroïne française.","heroines",,,,,,,,,,"Heroin: héroïne, drogue","For more, see: ""hero""",4663,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"pronoun, possessive pronoun","VH","hers","MF24505.mp3","EX24505.mp3","b","le(s) sien(s), la(les) sienne(s), à elle","Get rid of your car and take hers.","Débarrasse-toi de ta voiture et prends la sienne.",,,,,,,,,,,,"For more, see: ""she"" ""her"" ""herself""",4664,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"pronoun, reflexive pronoun","VH","herself","MF24512.mp3","EX24512.mp3","a","elle-même, elle / se, s' + (v réf)","She doesn't even understand herself herself.","Elle ne se comprend même pas elle-même...",,,,,,,,,,,"all by herself: toute seule","For more, see: ""she"" ""own""",4665,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"pronoun, reflexive pronoun","VH","herself","MF24513.mp3","EX24513.mp3","b","se, s' + (v réf)","Helen bought herself a new car.","Helen s'est acheté une nouvelle voiture.",,,,,,,,,,,"all by herself: toute seule","For more, see: ""she"" ""own""",4666,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","M","hesitant","MF37067.mp3","EX37067.mp3",,"hésitant, indécis","He's too hesitant to make a decision. Ask his wife.","Il est trop indécis pour prendre une décision. Demande à sa femme.",,,"disinclined, averse, reluctant, uneager, unwilling",,,,,,,,,"For more, see: ""hesitate"" ""indecisive"" ""tentative"" ""hesitation""",4667,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common expressions","expressions","VH","hesitate","MF58171.mp3","EX18025a.mp3",,,"""If there's anything you need, don't hesitate to ask.""","Si vous avez besoin de quoi que ce soit, n'hésitez pas à me le demander.",,,,,,,,,,,,,4668,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"verb","M","hesitate","MF58171.mp3","EX27239.mp3","a","hésiter","The Queen hesitated for a long time before answering: ""No comment.""","La reine a longuement hésité avant de répondre : ""Sans commentaires"".",,,"waver, delay, dawdle, pause, stall",,,,"to hesitate","hesitated","hesitated","hesitating",,"For more, see: ""hesitant"" ""hesitation""",4669,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"interjection","interjection","VH","hi","MF48114.mp3","EX48114.mp3",,"salut","Hi, John! How's life?","Salut, John ! Comment va ?",,"bye",,,,,,,,,,"For more, see: ""hello""",4670,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"music","noun, music","H","hi-fi","MF23308.mp3","EX23308.mp3",,"chaîne hi-fi","Sarah got a hi-fi for Christmas.","Sarah a eu une chaîne hi-fi comme cadeau de Noël.","hi-fis",,,,,,,,,,,"For more, see: ""stereo""",4671,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,"irregular verb","irregular verb","verb","H","hide","MF27230.mp3","EX27230.mp3","a","(se) cacher","She hid the candy from her children.","Elle a caché les bonbons aux enfants.",,"reveal, disclose, display, exhibit, expose","conceal, obscure, cover, veil",,,,"to hide","hid","hidden / hid","hiding","To pay hide and seek: jouer à cache-cache",,4672,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","L","hiding","MF58172.mp3","EX58172.mp3","a","correction, raclée","If I find the person who did that, I'll give him the biggest hiding of his life.","Si je trouve celui qui a fait ça, je lui donne la plus grande raclée de sa vie.",,,,,,,,,,,,"For more, see: ""hide""",4673,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"noun, plural","M","hieroglyphics","MF23511.mp3","EX23511.mp3",,"hiéroglyphes","I can't read your writing. Are you using hieroglyphics?","Je n'arrive pas à vous lire. Vous écrivez en hiéroglyphes ?","hieroglyphics",,,,,,,,,,,,4674,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","H","high","MF37068.mp3","EX37068.mp3","a","haut, élevé","The Eiffel Tower is 300 meters high.","La Tour Eiffel fait 300 mètres de haut.",,"low","tall",,"higher","highest",,,,,"To search high and low: chercher partout  //  High quality: haute, bonne qualité","For more, see: ""height"" ""highly"" ""high school"" ""upper"" ""lofty"" ""superior"" ""low""",4675,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","H","high","MF37069.mp3","EX37069.mp3","b","à haute teneur en","Coke is high in sugar and caffeine.","Le Coca a une haute teneur en sucre et en caféine.",,"low",,,"higher","highest",,,,,,,4676,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"education","noun, education","VH","high school","MF25593.mp3","EX25593.mp3",,"lycée","Has the education offered by American high schools improved over the last 20 years?","Le niveau de l'enseignement dans les lycées américains s'est-il amélioré dans les 20 dernières années ?","high schools",,,,,,,,,,,"For more, see: ""high"" ""school""",4677,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,"technology","adjective, technology","H","high-tech","MF58173.mp3","AR0631.mp3",,"avancé, de pointe","Isn't it amazing that back in the Stone Age, the wheel was considered a high-tech invention?","N'est-il pas extraordinaire qu'à l'Age de pierre, la roue ait été une invention de pointe ?",,"low-tech",,,,,,,,,,"For more, see: ""technology"" ""advanced""",4678,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"adjective","VL","highbrow","MF37071.mp3","EX37071.mp3",,"intellectuel","""The New Yorker"" is considered a highbrow magazine.","""The New Yorker"" est considéré comme un magazine d'intellectuels.",,"lowbrow","intellectual",,,,,,,,,"For more, see: ""intellect""",4679,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"comparative",,"higher","MF80154.mp3","AR0632.mp3",,,"""higher"" is the comparative of :  high",,,,,,,,,,,,,,4680,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,,"comparative",,"higher","MF80154.mp3",,,,"""higher""  is the comparative of  high",,,,,,,,,,,,,,4681,,,,
"2011-06-28T18:39:34","2011-09-06T18:56:23",,,,"superlative",,"highest","MF80155.mp3","AR0633.mp3",,,"""highest"" is the superlative of:  high",,,,,,,,,,,,,,4682,,,,
"2011-06-28T18:39:34","2011-06-28T18:39:41",,,"common nouns","noun, common","M","highlight","MF52055.mp3","EX52055.mp3","b","clou, fait marquant","The highlight of the evening was the boat trip on the Seine.","Le clou de la soirée a été la promenade en bateau sur la Seine.","highlights",,,,,,,,,,,,4683,,,,
